Episode,Chapter,Index,Name,Text
Turnabout goodbyes,1,243,Lotta,A pistol...?
Turnabout goodbyes,1,244,Phoenix,Right. Now wouldn't a gunshot make a similar noise to our party popper...?
Turnabout goodbyes,1,245,Lotta,I guess it would.
Turnabout goodbyes,1,246,Phoenix,"Your camera... didn't get a picture of the murder, did it?"
Turnabout goodbyes,1,247,Lotta,... Hey! Y'all are pretty bright!
Turnabout goodbyes,1,248,Phoenix,Huh?
Turnabout goodbyes,1,249,Lotta,"I see what yer sayin'... Tell ya what, I'll have a look-see at my film."
Turnabout goodbyes,1,250,Phoenix,It would have been a photo taken late last night...
Turnabout goodbyes,1,251,Lotta,"I checked 'em once, don't remember if there was anything on 'em though. But what if I got sumtin'! I could be witness to a genuine murder! Yeehaw! I'll go check that film. Y'all come back now, y'hear?"
Turnabout goodbyes,1,252,Maya,She went inside her SUV. I guess we should come back later...
Turnabout goodbyes,1,253,Maya,... I guess Detective Gumshoe is still in that meeting.
Turnabout goodbyes,1,254,Gumshoe,"Hey! Thanks for coming down, pal!"
Turnabout goodbyes,1,255,Maya,Detective Gumshoe!
Turnabout goodbyes,1,256,Gumshoe,We just finished the meeting. For better or for worse...
Turnabout goodbyes,1,257,Phoenix,(I get the feeling we're in for some bad news...)
Turnabout goodbyes,1,258,Phoenix,"So, how did the meeting go?"
Turnabout goodbyes,1,259,Gumshoe,"I can't tell you, pal! You're a lawyer!"
Turnabout goodbyes,1,260,Phoenix,T-true...
Turnabout goodbyes,1,261,Gumshoe,"... Y'know... I don't know what to believe anymore. Sure, Mr. Edgeworth's human like you or me. Still... I get the feeling that if he'd done something wrong, he wouldn't go hiding it. That's just the kind of guy he is. Why can't anyone else see that?"
Turnabout goodbyes,1,262,Maya,"So, they think that Mr. Edgeworth did it...?"
Turnabout goodbyes,1,263,Gumshoe,"Well, the trial's starting tomorrow, as scheduled."
Turnabout goodbyes,1,264,Maya,I see...
Turnabout goodbyes,1,265,Gumshoe,...
Turnabout goodbyes,1,266,Phoenix,"Umm... hey, in the end you did tell us about the meeting!"
Turnabout goodbyes,1,267,Gumshoe,"... Don't go telling anyone else, pal."
Turnabout goodbyes,1,268,Phoenix,"Y-yes, sir!"
Turnabout goodbyes,1,269,Gumshoe,"And... do me a favor! Stand by Mr. Edgeworth! He needs help, and you're the ones to help him! I'm sure he's got some reason why he won't talk to us."
Turnabout goodbyes,1,270,Maya,"Thanks, Detective Gumshoe."
Turnabout goodbyes,1,271,Maya,Detective Gumshoe... How come you trust Mr. Edgeworth so much?
Turnabout goodbyes,1,272,Gumshoe,"Well, I'd think that was obvious. We got a strong working relationship, us two. We trust each other, and that's how it works."
Turnabout goodbyes,1,273,Maya,"A ""working relationship""?"
Turnabout goodbyes,1,274,Gumshoe,"See, Mr. Edgeworth always gets his defendants declared ""guilty"" every time. Yeah, his methods right be a little extreme at times. But... there's a reason! He trusts our investigation, see? He trusts us to get the right man! That's why I work extra hard, pal. We've got to earn that trust he places in us."
Turnabout goodbyes,1,275,Maya,I see...
Turnabout goodbyes,1,276,Gumshoe,Mr. Edgeworth is a man you can trust... And you have my word on that!
Turnabout goodbyes,1,277,Phoenix,"I was wondering, did you ever get that autopsy report?"
Turnabout goodbyes,1,278,Gumshoe,"Oh, that? Yeah, I made a copy for you."
Turnabout goodbyes,1,279,Phoenix,Thank you.
Turnabout goodbyes,1,280,Maya,...Nick?
Turnabout goodbyes,1,281,Phoenix,Huh?
Turnabout goodbyes,1,282,Maya,Can you show me that photo of the victim? ... That face...!
Turnabout goodbyes,1,283,Phoenix,Someone you know?
Turnabout goodbyes,1,284,Maya,I... I don't know. I just have this feeling that I met him somewhere a long time ago. ...
Turnabout goodbyes,1,285,Maya,...
Turnabout goodbyes,1,286,Phoenix,What is it?
Turnabout goodbyes,1,287,Maya,"Oh. Nothing... just, something's been bothering me. ... Could you show me that autopsy report once more? ... ... ... Hey! I-I remember now! This guy! This is a lawyer that was at that office Mia worked at! I met him once when I went there to hang out with Sis!"
Turnabout goodbyes,1,288,Phoenix,That office...? Wait! You mean Grossberg's office?
Turnabout goodbyes,1,289,Maya,Right! That guy!
Turnabout goodbyes,1,290,Phoenix,(That was the last name I expected to come up... Maybe I should go talk to him... for old time's sake.)
Turnabout goodbyes,1,291,Phoenix,It's been a while since I was here last. Mr. Grossberg is out as usual.
Turnabout goodbyes,1,292,Maya,"Hey, Nick. Look at the wall."
Turnabout goodbyes,1,293,Phoenix,(That painting is still missing... Mia must have known about the deal with Mr. Grossberg and Redd White... She kept track of all of White's extortion and blackmail rackets.)
Turnabout goodbyes,1,294,Lotta,Hey y'all!
Turnabout goodbyes,1,295,Maya,Lotta!
Turnabout goodbyes,1,296,Lotta,Wait up a sec! We got bingo!
Turnabout goodbyes,1,297,Maya,Bingo...?
Turnabout goodbyes,1,298,Lotta,My automatic camera took two pictures last night!
Turnabout goodbyes,1,299,Maya,Hey!
Turnabout goodbyes,1,300,Lotta,This is them. Take a look!
Turnabout goodbyes,1,301,Phoenix,Wait...!
Turnabout goodbyes,1,302,Lotta,See? See? He's shooting him with that pistol!
Turnabout goodbyes,1,303,Phoenix,"I-it looks like that, yes."
Turnabout goodbyes,1,304,Maya,But you can't really tell who that is shooting.
Turnabout goodbyes,1,305,Lotta,"Yeah, well there was enough fog out there last night t' strangle a bullfrog. But, y'know... Seeing these photos reminded me of something."
Turnabout goodbyes,1,306,Maya,What...?
Turnabout goodbyes,1,307,Lotta,I saw the murder happen. I'm a witness!
Turnabout goodbyes,1,308,Maya,Whaaaaaaa!?
Turnabout goodbyes,1,309,Phoenix,A-are you serious!?
Turnabout goodbyes,1,310,Lotta,Course!
Turnabout goodbyes,1,311,Phoenix,(How do you forget... never mind.)
Turnabout goodbyes,1,312,Lotta,Y'all reckon I should tell the cops?
Turnabout goodbyes,1,313,Phoenix,I... reckon so!
Turnabout goodbyes,1,314,Lotta,What's that? Now don't y'all go tryin' to mock my accent! I'm a sensitive lady!
Turnabout goodbyes,1,315,Lotta,"Hey, so, I'm off to talk to the cops. Y'all can have this photo. Later."
Turnabout goodbyes,1,316,Phoenix,W-w-wait! Lotta!
Turnabout goodbyes,1,317,Lotta,What? Can't y'all see I'm kinda busy?
Turnabout goodbyes,1,318,Phoenix,"T-tell us what you saw, too! Please?"
Turnabout goodbyes,1,319,Lotta,"Nice try, honey, but I wasn't born yesterday. I'm a witness, and that means I'm on the side of justice, and that means the cops! I'd sooner eat the south side of a north-bound skunk than tell you!"
Turnabout goodbyes,1,320,Maya,L-Lotta!
Turnabout goodbyes,1,321,Lotta,"Don't let it get your skivvies in a bunch. Friends today, enemies tomorrow! Or was that the other way round? No matter. I'm gone! Hey! Maybe they'll let me do some testifying! Hot darn!"
Turnabout goodbyes,1,322,Maya,"She left... ... Well, that's one more witness. What do we do now, Nick?"
Turnabout goodbyes,1,323,Phoenix,"(Well, if she saw something, there's not much we can do about it. The question is: what exactly did she see...? I guess we'll find out in the trial tomorrow.)"
Turnabout goodbyes,1,324,Maya,Looks like the police have given up their questioning.
Turnabout goodbyes,1,325,Butz,Hey!
Turnabout goodbyes,1,326,Maya,Aah! N-Nick! I think Santa's mad at you!
Turnabout goodbyes,1,327,Butz,"Long time no see, Nick."
Turnabout goodbyes,1,328,Maya,Nick... you know Santa!? Wow... Nick and St. Nick... Hey! I see the connection!
Turnabout goodbyes,1,329,Phoenix,Don't be ridiculous!
Turnabout goodbyes,1,330,Butz,"Dude, it's me!"
Turnabout goodbyes,1,331,Phoenix,L... Larry! What are you doing here!?
Turnabout goodbyes,1,332,Butz,"Isn't it obvious? I'm working my day job! I sell Samurai Dogs! Want one? Gotta get money for dates, you know, My girl Kiyance deserves the best!"
Turnabout goodbyes,1,333,Phoenix,"(K-Kiyance...? Not another model, I hope...)"
Turnabout goodbyes,1,334,Butz,"Oh, Kiyance's a fine, fine woman, Nick. It was her idea that I wear this costume! She was all ""You go girlfriend!"" Y'know? She bought this costume for me!"
Turnabout goodbyes,1,335,Phoenix,"That... that's great, Larry."
Turnabout goodbyes,1,336,Maya,Wow! A Santa costume! She must be really nice!
Turnabout goodbyes,1,337,Butz,Whoa! Cute! Nick! Who's she? She's not your...?
Turnabout goodbyes,1,338,Phoenix,"Not my... what? N-no, she's not!"
Turnabout goodbyes,1,339,Maya,"I'm his partner, Maya Fey. I'm, uh, the little sister."
Turnabout goodbyes,1,340,Butz,"Sister...? ... Wow, Nick, must be tough. Working nine to five, having to take care of a little sister..."
Turnabout goodbyes,1,341,Maya,"N-no, I'm not Nick's sister, I'm my older sister's little sister..."
Turnabout goodbyes,1,342,Butz,Huh. Sounds great!
Turnabout goodbyes,1,343,Phoenix,"(Don't worry, Maya, he's not listening...)"
Turnabout goodbyes,1,344,Phoenix,"Hey, Larry. There was a murder here last night... You work here. Have you heard anything?"
Turnabout goodbyes,1,345,Maya,"Nick, you're wasting your time. Last night was Christmas Eve! He was with Kiyance, obviously! He wouldn't have been standing out here in the cold!"
Turnabout goodbyes,1,346,Butz,Oof!
Turnabout goodbyes,1,347,Maya,?
Turnabout goodbyes,1,348,Phoenix,"I think what you just said caught him off guard, Maya."
Turnabout goodbyes,1,349,Butz,"N-no, it's just... Kiyance's not in town right now. She... she's in Hawaii on a photo shoot."
Turnabout goodbyes,1,350,Phoenix,"(A model. I knew it.) Well, anyway, there was a murder here on the lake. The trial's tomorrow."
Turnabout goodbyes,1,351,Butz,Huh. Neat.
Turnabout goodbyes,1,352,Phoenix,The defendant is Edgeworth. Miles Edgeworth.
Turnabout goodbyes,1,353,Maya,"Um, Nick? Why would Larry know Edgeworth...?"
Turnabout goodbyes,1,354,Butz,"Whoa, Nick! You don't mean THAT Miles Edgeworth!? Old Edgey!?"
Turnabout goodbyes,1,355,Phoenix,Yeah. He's a murder suspect.
Turnabout goodbyes,1,356,Butz,Wh-whoa! Murder?
Turnabout goodbyes,1,357,Maya,"Huh? You know Mr. Edgeworth, Larry?"
Turnabout goodbyes,1,358,Butz,Yeah! Of course! Edgey was in the same class as us in grade school!
Turnabout goodbyes,1,359,Maya,Whaaaaaaaaat!?
Turnabout goodbyes,1,360,Maya,"So, Mr. Edgeworth was your classmate, Larry?"
Turnabout goodbyes,1,361,Butz,"Yeah, Nick, him, and I used to hang out all the time."
Turnabout goodbyes,1,362,Maya,Wow... I never knew.
Turnabout goodbyes,1,363,Butz,"Don't get me wrong. He's always been kind of a stick in the mud. Studying all the time, trying to ""be like father."""
Turnabout goodbyes,1,364,Maya,Like his father...?
Turnabout goodbyes,1,365,Butz,Yeah. Edgey's pop was a famous defense lawyer back in the day.
Turnabout goodbyes,1,366,Maya,"Wow. Wait... You said ""defense lawyer""?"
Turnabout goodbyes,1,367,Butz,Yeah.
Turnabout goodbyes,1,368,Maya,Wait a second! But Mr. Edgeworth is a prosecuting attorney!
Turnabout goodbyes,1,369,Butz,What? Edgey's got a proboscis on his knee!?
Turnabout goodbyes,1,370,Maya,"No, no--he's a ""prosecuting attorney."" That's like the total opposite of a defense lawyer!"
Turnabout goodbyes,1,371,Butz,"... Huh. Go figure! He always used to talk about defending the ""weak"" who were ""unable to defend themselves."" Man, he used to go on and on about man's duty to society and all that. What a bore! I wonder that changed his mind, though? Do you know, Nick?"
Turnabout goodbyes,1,372,Phoenix,...
Turnabout goodbyes,1,373,Maya,Nick...?
Turnabout goodbyes,1,374,Maya,Umm... umm... tell me about the dogs!
Turnabout goodbyes,1,375,Butz,"Huh? Oh, you mean the Samurai Dogs?"
Turnabout goodbyes,1,376,Maya,W-why are they Samurai Dogs? I... I mean they kind of look gourd-shaped.
Turnabout goodbyes,1,377,Butz,"Oh, well originally, they were Gourd Dogs! Y'know, like ""guard dogs""?"
Turnabout goodbyes,1,378,Maya,Ouch...
Turnabout goodbyes,1,379,Butz,"The Samurai thing was Kiyance's idea. Oh, she's my woman, y'know. She was all ""change the name and you go girlfriend!"" She made me that banner! Man, the kids can't get enough of those Samurai Dogs!"
Turnabout goodbyes,1,380,Maya,Err... Something about that just seems... wrong.
Turnabout goodbyes,1,381,Butz,"Oh, and guess what? We're getting a ton of customers here at the lake, what with the big news!"
Turnabout goodbyes,1,382,Maya,"The ""big news""...?"
Turnabout goodbyes,1,383,Butz,Yeah! Gourdy!
Turnabout goodbyes,1,384,Maya,"G-""Gourdy""...?"
Turnabout goodbyes,1,385,Maya,"Umm... what's ""Gourdy""?"
Turnabout goodbyes,1,386,Butz,"Huh? You mean you don't know? It's here, in this very lake! A giant, mysterious monster! Gourdy!"
Turnabout goodbyes,1,387,Maya,A... monster?
Turnabout goodbyes,1,388,Butz,Yeah. Check it out. This is an article from yesterday's newspaper. There's a photo!
Turnabout goodbyes,1,389,Maya,Wow! It's r-really real! Nick! A monster! A real monster!
Turnabout goodbyes,1,390,Phoenix,"Umm... yeah. (It's probably just a log or something... right?) Hey... there's a quote here from the person who took the photo. Hmm? What's this? ""I set the camera to automatic, and when we got into the frame... I heard a loud 'bang'! Like an explosion... followed by the sound of something slipping into the water..."""
Turnabout goodbyes,1,391,Maya,I wish I could have seen it!
Turnabout goodbyes,1,392,Phoenix,(Why would there be a sound like an explosion...?) Larry. Could I borrow this article from you?
Turnabout goodbyes,1,393,Butz,"Sure, no problem. That'll be one million dollars!"
Turnabout goodbyes,1,394,Maya,O-one million...?
Turnabout goodbyes,1,395,Phoenix,"(Grow up, Larry.)"
Turnabout goodbyes,1,396,Maya,... Not a Gumshoe in sight.
Turnabout goodbyes,1,397,Police,"If you're looking for Detective Gumshoe, he's in the questioning room. Apparently, an important witness turned up. He'll be in there for a while."
Turnabout goodbyes,1,398,Maya,Lotta Hart... it has to be.
Turnabout goodbyes,1,399,Phoenix,Uh oh...
Turnabout goodbyes,1,400,Edgeworth,Hmph... Who would have thought there'd be a photo...?
Turnabout goodbyes,1,401,Phoenix,Edgeworth... Did you shoot him?
Turnabout goodbyes,1,402,Edgeworth,"... What do you think, Wright?"
Turnabout goodbyes,1,403,Phoenix,"I don't think you're the kind to point a gun at anyone, no."
Turnabout goodbyes,1,404,Maya,So you didn't shoot him?
Turnabout goodbyes,1,405,Edgeworth,"No, I didn't. It wasn't me."
Turnabout goodbyes,1,406,Grossberg,*Ah-HHHHEM!*
Turnabout goodbyes,1,407,Phoenix,"(Ah, that old familiar clearing of the throat!)"
Turnabout goodbyes,1,408,Grossberg,"Ah hah! You're Mia's... something, are you not?"
Turnabout goodbyes,1,409,Phoenix,"I was her understudy, yes. Phoenix Wright."
Turnabout goodbyes,1,410,Grossberg,"Ah hah! And you, you're Mia's... something too, are you not?"
Turnabout goodbyes,1,411,Maya,"Her little sister, yes!"
Turnabout goodbyes,1,412,Grossberg,"You've grown! You've come to look a lot like your sister, you know? It takes me back. ""Ahh... the days of my youth... like the scent of fresh lemon..."" you see."
Turnabout goodbyes,1,413,Phoenix,"Um, Mr. Grossberg, sir?"
Turnabout goodbyes,1,414,Grossberg,"Hmm...? Ah, yes. I beg your pardon. Of course you came here to discuss something. What is it then? Something the matter?"
Turnabout goodbyes,1,415,Phoenix,There was a murder last night...
Turnabout goodbyes,1,416,Grossberg,A murder?
Turnabout goodbyes,1,417,Phoenix,You haven't heard...?
Turnabout goodbyes,1,418,Grossberg,"I, er, just got up, you see."
Turnabout goodbyes,1,419,Phoenix,"Well, Miles Edgeworth shot someone with a pistol."
Turnabout goodbyes,1,420,Grossberg,Edgeworth!? What!? W-who!?
Turnabout goodbyes,1,421,Phoenix,"Well, the identity of the victim is still unknown."
Turnabout goodbyes,1,422,Grossberg,T-this is terrible news indeed!
Turnabout goodbyes,1,423,Phoenix,(I guess he hadn't heard anything...)
Turnabout goodbyes,1,424,Grossberg,Hmm? Strange... I feel as though I've seen this man somewhere before! ... Aaaaaaaaaaaaah!
Turnabout goodbyes,1,425,Phoenix,Did you remember!?
Turnabout goodbyes,1,426,Grossberg,"He was a lawyer! Here, in my office! That's Hammond! Robert Hammond!"
Turnabout goodbyes,1,427,Maya,Mr. Hammond...?
Turnabout goodbyes,1,428,Grossberg,And you say this is the man Miles Edgeworth shot?
Turnabout goodbyes,1,429,Phoenix,"Who is this Hammond guy, anyway?"
Turnabout goodbyes,1,430,Grossberg,Mr. Hammond... He was the defense attorney in that case...
Turnabout goodbyes,1,431,Phoenix,"""That case""...?"
Turnabout goodbyes,1,432,Grossberg,"Yes, the ""DL-6 Incident."""
Turnabout goodbyes,1,433,Phoenix,"""DL-6""...? (Why does that sound so familiar?)"
Turnabout goodbyes,1,434,Grossberg,Perhaps you remember?
Turnabout goodbyes,1,435,Phoenix,(I'm sure someone mentioned it during the trial for Mia's murder.)
Turnabout goodbyes,1,436,Grossberg,That was the incident where the police were so at a loss they used a spirit medium.
Turnabout goodbyes,1,437,Maya,...! Wait... you don't mean? Was that medium my mother?
Turnabout goodbyes,1,438,Grossberg,"Yes, my dear. The spirit medium, Misty Fey, your mother, contacted the spirit of the victim. But... the case was a loss. No conviction was made."
Turnabout goodbyes,1,439,Grossberg,"The DL-6 Incident, yes... Happened 15 years ago. A very strange case, indeed."
Turnabout goodbyes,1,440,Phoenix,"They never caught the criminal, right?"
Turnabout goodbyes,1,441,Grossberg,Correct. Misty Fey used her powers to talk to the spirit of the late victim. Her testimony led to charges being laid against one man. But Mr. Hammond won the case and the suspect was declared innocent.
Turnabout goodbyes,1,442,Maya,"... And the police blamed my mother, calling her a fraud. You were the one who helped her out then, right, Mr. Grossberg?"
Turnabout goodbyes,1,443,Grossberg,"Er... y-yes. Yes, quite."
Turnabout goodbyes,1,444,Maya,Thank you!
Turnabout goodbyes,1,445,Grossberg,N-no... please. D-don't mention it.
Turnabout goodbyes,1,446,Phoenix,... (DL-6... Never thought I'd hear that name again...)
Turnabout goodbyes,1,447,Maya,But wait... What does this case have anything to do with Mr. Edgeworth?
Turnabout goodbyes,1,448,Grossberg,"It has everything to do with Mr. Edgeworth, my dear! The victim in the DL-6 Incident was none other than his father, Gregory Edgeworth!"
Turnabout goodbyes,1,449,Maya,Wh-what!? His father!?
Turnabout goodbyes,1,450,Grossberg,"... If you want to know more, you should ask him yourself."
Turnabout goodbyes,1,451,Grossberg,Show him this... I'm sure he'll talk to you.
Turnabout goodbyes,1,452,Maya,Wait... This is a photograph of my mother!
Turnabout goodbyes,1,453,Edgeworth,What's this? I was hoping you'd gotten my message the first time.
Turnabout goodbyes,1,454,Phoenix,"Edgeworth, what about your defense?"
Turnabout goodbyes,1,455,Edgeworth,...! It's no concern of yours.
Turnabout goodbyes,1,456,Phoenix,(Guess he hasn't found anyone yet.)
Turnabout goodbyes,1,457,Phoenix,Can I ask you about the murder?
Turnabout goodbyes,1,458,Edgeworth,"Wright. I'll ask you again, just leave me alone."
Turnabout goodbyes,1,459,Phoenix,...
Turnabout goodbyes,1,460,Edgeworth,"Please try to understand. I'm not doing this to prove I'm tough, or because I look down on you. I just don't want you anywhere near this case. Understand?"
Turnabout goodbyes,1,461,Phoenix,Why did you go to Gourd Lake?
Turnabout goodbyes,1,462,Edgeworth,I have no intention of telling you.
Turnabout goodbyes,1,463,Phoenix,"Nor, apparently, would you tell Detective Gumshoe."
Turnabout goodbyes,1,464,Edgeworth,!
Turnabout goodbyes,1,465,Maya,Detective Gumshoe was really worried about you!
Turnabout goodbyes,1,466,Edgeworth,...
Turnabout goodbyes,1,467,Edgeworth,...! ...
Turnabout goodbyes,1,468,Phoenix,Edgeworth?
Turnabout goodbyes,1,469,Edgeworth,"It's only been a matter of hours since you last visited. Yet you've made incredible progress in your investigation. I'll admit it, I'm impressed, Wright. You were always single-minded in your work, though. Once you start on something, you always see it through, don't you?"
Turnabout goodbyes,1,470,Phoenix,"About the ""DL-6 Incident""..."
Turnabout goodbyes,1,471,Edgeworth,Right... DL-6. I didn't want you to find out about it. That is why I refused your offer to defend me. I'm sorry if it sounded like I thought you weren't up to the job. I just wanted to keep you away from DL-6.
Turnabout goodbyes,1,472,Phoenix,So... do you still think it would have been better for me to stay away?
Turnabout goodbyes,1,473,Edgeworth,"I don't know. But... I see no point in hiding anything from you now. Very well. Ask whatever you like, and I will answer to the best of my abilities."
Turnabout goodbyes,1,474,Edgeworth,"The ""DL-6 Incident""... was when my father died. Right before my eyes... He was shot and killed, and I saw it all."
Turnabout goodbyes,1,475,Maya,...!
Turnabout goodbyes,1,476,Edgeworth,"My memories from that time are... foggy. I suppose it's a self-defense mechanism. In any case, a suspect was arrested... a man. It's pretty clear he was the only one who could have killed my father. The spirit medium they used to talk to my late father said the same thing. It was an attorney by the name of Robert Hammond that cleared the suspect's name."
Turnabout goodbyes,1,477,Phoenix,And Hammond... is the victim in the Gourd Lake murder?
Turnabout goodbyes,1,478,Edgeworth,Correct.
Turnabout goodbyes,1,479,Maya,Umm... That spirit medium... that was my mom.
Turnabout goodbyes,1,480,Edgeworth,"What? You mean you're...? ... It's strange. I thought that terrible incident was about to end, and now... this."
Turnabout goodbyes,1,481,Phoenix,"""About to end""?"
Turnabout goodbyes,1,482,Edgeworth,The DL-6 Incident happened 15 years ago. 15 years ago... on December 28.
Turnabout goodbyes,1,483,Maya,December 28?
Turnabout goodbyes,1,484,Edgeworth,The statute of limitations on the case runs out in three days.
Turnabout goodbyes,1,485,Phoenix,What!?
Turnabout goodbyes,1,486,Maya,"Um, Nick? What odes that mean?"
Turnabout goodbyes,1,487,Phoenix,"When a case's statute of limitations runs out, legally, the case never happened."
Turnabout goodbyes,1,488,Edgeworth,"Three days from now, DL-6 will be closed... forever."
Turnabout goodbyes,1,489,Maya,What happened to the suspect? The one who got off innocent?
Turnabout goodbyes,1,490,Edgeworth,"I don't know... He disappeared from public view. Nobody knows where to. If he's still alive, he'd be about 50 years old now."
Turnabout goodbyes,1,491,Phoenix,(I guess I can understand why he'd go into hiding... It'd be hard to live a normal life after being a murder suspect in such a big case.)
Turnabout goodbyes,1,492,Maya,"Umm... so, was your father a lawyer?"
Turnabout goodbyes,1,493,Edgeworth,"He was... Gregory Edgeworth. He was quite famous at the time, apparently."
Turnabout goodbyes,1,494,Maya,"So, you were sort of trying to follow in his footsteps."
Turnabout goodbyes,1,495,Edgeworth,... I'd rather not talk about it.
Turnabout goodbyes,1,496,Edgeworth,... Wright.
Turnabout goodbyes,1,497,Phoenix,?
Turnabout goodbyes,1,498,Edgeworth,It pains me to ask you this now...
Turnabout goodbyes,1,499,Maya,I know! You want us to defend you!
Turnabout goodbyes,1,500,Edgeworth,Yes... Will you?
Turnabout goodbyes,1,501,Phoenix,"Ah, who could have guessed this day would come?"
Turnabout goodbyes,1,502,Edgeworth,Not me.
Turnabout goodbyes,1,503,Phoenix,This is my chance to finally pay you back.
Turnabout goodbyes,1,504,Maya,Pay him back...?
Turnabout goodbyes,1,505,Edgeworth,Pay me back? For what? I don't remember ever doing anything for you.
Turnabout goodbyes,1,506,Phoenix,Never mind... I guess you don't really need to know.
Turnabout goodbyes,1,507,Edgeworth,Huh... My letter of request. Please give it to Detective Gumshoe.
Turnabout goodbyes,1,508,Phoenix,"Well, I guess we should... ... W-what's that!?"
Turnabout goodbyes,1,509,Maya,E-earthquake! Nick! It's a big one! Whaaaaa! I-it's calming down... ... Whew... that was scary!
Turnabout goodbyes,1,510,Phoenix,...? Huh? Where's Edgeworth?
Turnabout goodbyes,1,511,Maya,"... There. He's on the floor in a ball, shivering. I guess he doesn't do so well with earthquakes."
Turnabout goodbyes,1,512,Phoenix,"(I've heard of running, but curling up in a ball?)"
Turnabout goodbyes,1,513,Maya,"Well, I guess we're done. Mr. Edgeworth doesn't seem like he's going to stand up any time soon. Let's go, Nick."
Turnabout goodbyes,1,514,Phoenix,Uh.. right. We have to give Edgeworth's letter of request to Detective Gumshoe.
Turnabout goodbyes,1,515,Gumshoe,What's going on here!?
Turnabout goodbyes,1,516,Maya,Eek!
Turnabout goodbyes,1,517,Phoenix,"W-what's wrong, Detective?"
Turnabout goodbyes,1,518,Gumshoe,"This wild lady comes in here just a while ago... Says she came ""to talk to y'all after hearing what Mr. Wright had to say""! What's this all about, pal!?"
Turnabout goodbyes,1,519,Phoenix,(Lotta Hart...)
Turnabout goodbyes,1,520,Gumshoe,"Why are you going around finding more witnesses!? You want to give Mr. Edgeworth the death sentence, pal!?"
Turnabout goodbyes,1,521,Phoenix,"N-no, not at all... Just... I mean, she did see something. There's nothing I can do about that. I can't go around covering up evidence!"
Turnabout goodbyes,1,522,Gumshoe,Er... You trying to say something about the way I do my job?
Turnabout goodbyes,1,523,Phoenix,No sir!
Turnabout goodbyes,1,524,Phoenix,So... what did Ms. Hart say?
Turnabout goodbyes,1,525,Gumshoe,She says she saw Mr. Edgeworth fire the pistol.
Turnabout goodbyes,1,526,Maya,What!?
Turnabout goodbyes,1,527,Gumshoe,She even had a photograph to prove it.
Turnabout goodbyes,1,528,Phoenix,Right. I saw it too... But you really can't tell from the photo who it is shooting.
Turnabout goodbyes,1,529,Gumshoe,"That's why she said she's going to enlarge the photo. She said ""it'll drop the quality a mite, but should let us see who's who!"""
Turnabout goodbyes,1,530,Maya,She can do that!?
Turnabout goodbyes,1,531,Phoenix,"(Okay, so there's going to be an enlarged photograph that shows Edgeworth in the act. Great. Just great.)"
Turnabout goodbyes,1,532,Gumshoe,"In any case, she's going to be the one testifying tomorrow."
Turnabout goodbyes,1,533,Maya,Huh? What happened to the other witness?
Turnabout goodbyes,1,534,Gumshoe,"Well... Apparently, there was a cancellation."
Turnabout goodbyes,1,535,Phoenix,"(A ""cancellation""...!?)"
Turnabout goodbyes,1,536,Phoenix,Look what I got.
Turnabout goodbyes,1,537,Gumshoe,"... Hey, you did it, pal! Glad I waited till the last minute to file those papers! I'll rip 'em up and start new ones for you!"
Turnabout goodbyes,1,538,Phoenix,"Thanks, Detective. Well, see you in court tomorrow, then."
Turnabout goodbyes,1,539,Gumshoe,"Good luck, pal."
Turnabout goodbyes,1,540,Gumshoe,Hey! You guys feel that earthquake a little while back? I was worried!
Turnabout goodbyes,1,541,Maya,Worried? We're fine! I've lived out here my whole life. I'm pretty used to them by now.
Turnabout goodbyes,1,542,Gumshoe,"Oh, I wasn't worried about you two. I was worried about Mr. Edgeworth!"
Turnabout goodbyes,1,543,Phoenix,"(Oh, right...) He did seem to over-react a little, now that you mention it."
Turnabout goodbyes,1,544,Gumshoe,"Yeah, well, I'm not surprised. It was a pretty big quake. I'm going to go check on him. You two go eat and get your rest for tomorrow's trial. Later!"
Turnabout goodbyes,1,545,Maya,... I wonder what it is with Mr. Edgeworth and earthquakes?
Turnabout goodbyes,1,546,Phoenix,I wonder... He was never that scared of them when he was in school.
Turnabout goodbyes,1,547,Phoenix,"(Then again, I was only in the same class as him for 4th grade. He transferred to another school after that. I wonder what happened to Edgeworth...)"
Turnabout goodbyes,2,0,Phoenix,Karma...?
Turnabout goodbyes,2,1,Edgeworth,"That's right, Manfred von Karma. He's the best prosecutor there is. He hasn't lost a case in his 40-year career. He is a god of prosecution, Wright! A god!"
Turnabout goodbyes,2,2,Maya,Not a single case?
Turnabout goodbyes,2,3,Edgeworth,"He'll do anything to get a guilty verdict, anything."
Turnabout goodbyes,2,4,Phoenix,"Hmm. Sounds like someone else I know, Edgeworth."
Turnabout goodbyes,2,5,Edgeworth,Hmph. You don't understand. I mean he'll really do anything. Manfred von Karma is a man to be feared.
Turnabout goodbyes,2,6,Phoenix,(That's quite a claim coming from someone who forges evidence...)
Turnabout goodbyes,2,7,Edgeworth,"He taught me what it really means to ""prosecute."""
Turnabout goodbyes,2,8,Phoenix,Wh-what!?
Turnabout goodbyes,2,9,Edgeworth,Just picture a prosecutor as vicious as me... multiplied by a factor of ten.
Turnabout goodbyes,2,10,Maya,"Ugh... So... so was he your teacher, then, Mr. Edgeworth?"
Turnabout goodbyes,2,11,Edgeworth,Something like that...
